Date,COP,CVX,SPY,XLE,XOM
2016-08-15,39.90726852416992,91.41780853271484,207.7012481689453,63.819793701171875,78.72454071044922
2016-08-16,40.550628662109375,91.2844009399414,206.6300048828125,63.92117691040039,78.82315826416016
2016-08-17,40.872314453125,91.88664245605469,207.01869201660156,64.11470031738281,78.99349212646484
2016-08-18,41.24129867553711,93.08220672607422,207.48321533203125,65.43257141113281,79.71072387695312
2016-08-19,40.985843658447266,91.9765396118164,207.17982482910156,64.88884735107422,78.71556854248047
2016-08-22,40.3330192565918,91.63495635986328,207.1703643798828,64.14234924316406,78.88591003417969
2016-08-23,40.8912353515625,91.4012451171875,207.5874786376953,64.59391784667969,78.64384460449219
2016-08-24,40.645240783691406,91.8686752319336,206.5257110595703,64.33587646484375,78.91280364990234
2016-08-25,40.47494125366211,91.59001922607422,206.38351440429688,64.1607894897461,78.41075897216797
2016-08-26,40.02079772949219,91.07762145996094,205.9948272705078,63.939598083496094,78.24040985107422
2016-08-29,40.0681037902832,91.73384094238281,207.0092010498047,64.37274169921875,78.75142669677734
2016-08-30,39.95457077026367,91.41922760009766,206.66790771484375,64.15156555175781,78.46453857421875
2016-08-31,38.83815002441406,90.41242980957031,206.0801239013672,63.1378173828125,78.12386322021484
2016-09-01,38.41240310668945,90.07981872558594,206.0896453857422,62.95349884033203,77.85488891601562
2016-09-02,38.71515655517578,90.72705841064453,207.01869201660156,63.663116455078125,78.37487030029297
2016-09-06,38.79084777832031,92.07540893554688,207.64439392089844,64.62158203125,79.40589904785156
2016-09-07,39.24498748779297,92.47992706298828,207.6254119873047,64.9902114868164,79.11003875732422
2016-09-08,40.947994232177734,93.59457397460938,207.15139770507812,66.20670318603516,79.83623504638672
2016-09-09,39.97350311279297,91.0326919555664,202.19326782226562,64.23450469970703,77.85488891601562
2016-09-12,40.37086486816406,91.91362762451172,205.09422302246094,64.87039947509766,78.25833129882812
2016-09-13,38.8003044128418,89.37869262695312,202.14585876464844,63.01801300048828,76.3935546875
